operations_date,site_code,region,incidents_total,incidents_p1,incidents_p2,incidents_p3,work_orders_opened,corrective_work_orders,downtime_hours_total,sla_target_pct,availability_pct,sla_met_flag,capacity_utilization_pct,avg_hall_temperature_f,power_usage_mw,outage_flag,visitor_count,customer_tickets_opened
2025-01-28,SEA01,AMER-West,0,0,0,0,0,0,0.58,99.9,99.953,1,58.6,66.0,14.09,0,23,0
2025-01-29,SEA01,AMER-West,0,0,0,0,0,0,0.07,99.9,100.0,1,64.1,69.0,15.33,0,17,0
2025-01-30,SEA01,AMER-West,0,0,0,0,0,0,0.41,99.9,100.0,1,52.7,66.1,12.89,0,17,0
2025-01-31,SEA01,AMER-West,0,0,0,0,0,0,0.22,99.9,99.968,1,55.9,69.4,13.04,0,15,0
2025-02-01,SEA01,AMER-West,2,0,1,1,2,2,13.46,99.9,99.606,0,56.3,63.2,13.6,0,21,0
2025-02-02,SEA01,AMER-West,0,0,0,0,1,0,2.58,99.9,99.84,0,58.7,70.3,14.18,0,30,0
2025-02-03,SEA01,AMER-West,0,0,0,0,1,0,2.89,99.9,99.906,1,58.4,65.5,12.35,0,28,0
2025-02-04,SEA01,AMER-West,5,0,1,4,3,3,18.88,99.9,99.388,0,63.3,66.5,15.76,1,21,1
2025-02-05,SEA01,AMER-West,1,0,0,1,2,0,3.85,99.9,99.876,0,61.4,65.9,14.49,0,18,0
2025-02-06,SEA01,AMER-West,2,0,0,2,0,0,0.49,99.9,99.865,0,51.7,67.3,11.3,0,25,0
2025-02-07,SEA01,AMER-West,0,0,0,0,0,0,0.49,99.9,99.995,1,62.4,67.2,13.63,0,32,0
2025-02-08,SEA01,AMER-West,0,0,0,0,0,0,0.59,99.9,99.957,1,53.0,65.6,11.69,0,17,0
2025-02-09,SEA01,AMER-West,5,0,0,5,2,2,15.52,99.9,99.407,0,63.3,65.2,15.35,0,20,1
2025-02-10,SEA01,AMER-West,0,0,0,0,0,0,0.65,99.9,99.985,1,54.2,69.8,13.38,0,17,0
2025-02-11,SEA01,AMER-West,1,0,0,1,1,1,5.6,99.9,99.767,0,60.2,66.0,14.23,0,16,1
2025-02-12,SEA01,AMER-West,2,0,0,2,3,2,9.48,99.9,99.677,0,56.7,63.2,13.08,0,23,0
2025-02-13,SEA01,AMER-West,0,0,0,0,0,0,0.67,99.9,99.926,1,57.6,69.5,14.24,0,28,0
2025-02-14,SEA01,AMER-West,0,0,0,0,1,1,6.7,99.9,99.843,0,63.1,66.0,15.32,0,24,0
2025-02-15,SEA01,AMER-West,1,0,1,0,2,2,7.74,99.9,99.818,0,60.9,65.4,13.49,0,12,1
2025-02-16,SEA01,AMER-West,1,0,0,1,1,1,8.78,99.9,99.752,0,59.3,60.2,13.89,0,44,0
2025-02-17,SEA01,AMER-West,0,0,0,0,0,0,0.18,99.9,99.956,1,63.9,69.4,15.84,0,23,0
2025-02-18,SEA01,AMER-West,1,0,0,1,2,0,3.26,99.9,99.819,0,68.5,69.1,15.54,0,34,0
2025-02-19,SEA01,AMER-West,2,0,0,2,3,1,7.86,99.9,99.725,0,58.3,65.3,12.42,0,32,2
2025-02-20,SEA01,AMER-West,0,0,0,0,0,0,0.41,99.9,99.947,1,65.1,68.7,14.71,0,8,0
2025-02-21,SEA01,AMER-West,0,0,0,0,0,0,0.66,99.9,99.934,1,57.7,64.3,12.25,0,25,0
2025-02-22,SEA01,AMER-West,1,0,1,0,2,2,15.32,99.9,99.675,0,63.9,67.0,14.92,0,18,0
2025-02-23,SEA01,AMER-West,5,0,1,4,3,3,24.87,99.9,99.263,0,63.8,69.6,13.73,1,21,1
2025-02-24,SEA01,AMER-West,4,0,1,3,2,1,13.28,99.9,99.502,0,62.0,64.0,14.29,0,25,1
2025-02-25,SEA01,AMER-West,1,0,0,1,1,1,11.8,99.9,99.735,0,61.4,65.2,15.02,0,24,0
2025-02-26,SEA01,AMER-West,2,0,1,1,1,1,12.26,99.9,99.528,0,64.8,68.2,13.96,0,20,0
2025-02-27,SEA01,AMER-West,0,0,0,0,0,0,0.44,99.9,99.961,1,48.8,71.8,12.13,0,22,0
2025-02-28,SEA01,AMER-West,1,0,1,0,0,0,0.37,99.9,99.926,1,62.2,67.7,14.63,0,14,0
2025-03-01,SEA01,AMER-West,1,0,1,0,1,0,2.23,99.9,99.913,1,52.8,67.4,12.06,0,18,0
2025-03-02,SEA01,AMER-West,1,0,0,1,0,0,0.55,99.9,99.857,0,66.8,67.3,14.25,0,17,0
2025-03-03,SEA01,AMER-West,2,0,0,2,2,1,11.91,99.9,99.624,0,54.8,66.7,13.31,0,29,0
2025-03-04,SEA01,AMER-West,0,0,0,0,1,0,1.98,99.9,99.914,1,57.9,66.1,13.74,0,17,0
2025-03-05,SEA01,AMER-West,1,0,0,1,2,1,6.15,99.9,99.806,0,58.8,71.6,12.79,0,23,0
2025-03-06,SEA01,AMER-West,1,0,0,1,1,1,5.25,99.9,99.828,0,57.9,68.1,12.25,0,28,0
2025-03-07,SEA01,AMER-West,3,0,1,2,4,3,24.9,99.9,99.319,0,63.8,68.9,13.99,1,12,1
2025-03-08,SEA01,AMER-West,0,0,0,0,1,0,2.7,99.9,99.899,0,63.2,69.0,14.4,0,32,0
2025-03-09,SEA01,AMER-West,3,0,0,3,3,3,5.61,99.9,99.683,0,67.9,65.3,15.19,0,24,2
2025-03-10,SEA01,AMER-West,0,0,0,0,0,0,0.21,99.9,99.926,1,64.1,68.1,15.71,0,12,0
2025-03-11,SEA01,AMER-West,0,0,0,0,0,0,0.21,99.9,99.962,1,61.7,66.5,14.21,0,41,0
2025-03-12,SEA01,AMER-West,0,0,0,0,0,0,0.03,99.9,99.985,1,52.3,66.9,11.35,0,17,0
2025-03-13,SEA01,AMER-West,1,1,0,0,2,0,3.0,99.9,99.863,0,59.3,68.1,12.96,1,24,0
2025-03-14,SEA01,AMER-West,2,0,1,1,1,1,6.85,99.9,99.725,0,62.3,68.0,14.08,0,26,0
2025-03-15,SEA01,AMER-West,1,0,0,1,1,1,7.18,99.9,99.755,0,53.4,65.3,11.78,0,14,0
2025-03-16,SEA01,AMER-West,1,0,0,1,1,1,4.39,99.9,99.853,0,64.6,62.0,15.5,0,11,1
2025-03-17,SEA01,AMER-West,0,0,0,0,0,0,0.18,99.9,99.965,1,54.8,69.1,12.99,0,18,0
2025-03-18,SEA01,AMER-West,1,0,0,1,2,0,5.37,99.9,99.809,0,55.7,70.7,12.77,0,16,0
2025-03-19,SEA01,AMER-West,0,0,0,0,0,0,0.4,99.9,99.983,1,62.8,69.5,13.74,0,8,0
2025-03-20,SEA01,AMER-West,2,0,0,2,1,1,4.61,99.9,99.745,0,65.9,68.3,14.07,0,14,1
2025-03-21,SEA01,AMER-West,0,0,0,0,1,0,1.34,99.9,99.94,1,64.5,68.4,14.26,0,19,0
2025-03-22,SEA01,AMER-West,0,0,0,0,0,0,0.57,99.9,99.962,1,63.6,65.0,15.46,0,25,0
2025-03-23,SEA01,AMER-West,0,0,0,0,0,0,0.42,99.9,99.996,1,59.7,68.4,13.5,0,23,0
2025-03-24,SEA01,AMER-West,4,0,1,3,2,2,19.04,99.9,99.437,0,57.0,67.7,12.74,0,22,2
2025-03-25,SEA01,AMER-West,1,0,0,1,0,0,0.28,99.9,99.918,1,60.3,67.4,14.71,0,23,2
2025-03-26,SEA01,AMER-West,1,0,0,1,1,1,7.09,99.9,99.774,0,60.3,68.3,14.35,0,9,0
2025-03-27,SEA01,AMER-West,3,0,0,3,3,3,20.45,99.9,99.481,0,63.6,67.9,14.03,0,19,0
2025-03-28,SEA01,AMER-West,2,0,0,2,2,2,7.65,99.9,99.78,0,49.1,67.7,11.7,0,23,1
2025-03-29,SEA01,AMER-West,0,0,0,0,0,0,0.72,99.9,100.0,1,61.2,64.5,13.66,0,28,0
2025-03-30,SEA01,AMER-West,1,0,1,0,0,0,0.53,99.9,99.891,0,64.5,62.8,15.06,0,28,0
2025-03-31,SEA01,AMER-West,0,0,0,0,0,0,0.15,99.9,99.964,1,63.6,65.9,13.73,0,14,0
2025-04-01,SEA01,AMER-West,2,0,0,2,3,2,14.07,99.9,99.632,0,54.8,73.2,11.73,0,20,0
2025-04-02,SEA01,AMER-West,0,0,0,0,1,1,9.39,99.9,99.85,0,63.5,66.4,14.31,0,16,0
2025-04-03,SEA01,AMER-West,1,0,1,0,2,1,12.25,99.9,99.684,0,56.9,70.3,13.26,0,27,0
2025-04-04,SEA01,AMER-West,1,0,0,1,1,0,2.43,99.9,99.905,1,62.3,65.5,14.42,0,27,0
2025-04-05,SEA01,AMER-West,1,0,0,1,1,0,2.01,99.9,99.849,0,64.3,61.0,14.41,0,12,0
2025-04-06,SEA01,AMER-West,2,0,0,2,1,1,6.37,99.9,99.799,0,55.1,64.2,11.66,0,15,1
2025-04-07,SEA01,AMER-West,2,1,0,1,2,0,3.74,99.9,99.801,0,61.7,64.7,13.12,1,25,1
2025-04-08,SEA01,AMER-West,1,0,0,1,1,1,3.6,99.9,99.867,0,60.0,68.2,14.21,0,10,0
2025-04-09,SEA01,AMER-West,0,0,0,0,0,0,0.14,99.9,100.0,1,56.1,65.1,12.51,0,14,0
2025-04-10,SEA01,AMER-West,2,0,1,1,1,1,6.66,99.9,99.809,0,67.8,70.1,15.96,0,22,1
2025-04-11,SEA01,AMER-West,1,0,0,1,0,0,0.75,99.9,99.966,1,62.3,70.9,13.66,0,30,1
2025-04-12,SEA01,AMER-West,1,0,0,1,1,0,2.21,99.9,99.873,0,59.5,65.7,12.75,0,21,0
2025-04-13,SEA01,AMER-West,4,0,1,3,2,2,11.37,99.9,99.517,0,57.9,64.8,13.45,0,23,1
2025-04-14,SEA01,AMER-West,0,0,0,0,0,0,0.56,99.9,99.946,1,65.8,69.2,14.31,0,24,0
2025-04-15,SEA01,AMER-West,1,1,0,0,2,1,13.04,99.9,99.774,0,66.3,68.8,14.03,1,49,0
2025-04-16,SEA01,AMER-West,1,0,0,1,0,0,0.63,99.9,99.944,1,64.7,66.7,14.27,0,18,0
2025-04-17,SEA01,AMER-West,2,0,1,1,0,0,0.66,99.9,99.855,0,55.2,66.4,11.75,0,22,0
2025-04-18,SEA01,AMER-West,2,0,0,2,2,1,11.98,99.9,99.655,0,54.5,66.7,13.35,0,28,1
2025-04-19,SEA01,AMER-West,2,0,1,1,1,0,2.8,99.9,99.777,0,48.7,66.4,11.55,0,13,1
2025-04-20,SEA01,AMER-West,2,0,1,1,3,3,16.59,99.9,99.563,0,59.5,64.5,13.6,0,24,1
2025-04-21,SEA01,AMER-West,3,0,1,2,2,1,9.52,99.9,99.659,0,57.9,68.7,13.57,0,31,0
2025-04-22,SEA01,AMER-West,0,0,0,0,0,0,0.33,99.9,99.985,1,58.2,68.7,13.85,0,16,0
2025-04-23,SEA01,AMER-West,2,0,1,1,2,1,7.08,99.9,99.688,0,56.9,70.9,13.88,0,12,0
2025-04-24,SEA01,AMER-West,1,0,0,1,1,0,3.18,99.9,99.876,0,57.0,69.2,13.4,0,26,0
2025-04-25,SEA01,AMER-West,1,0,0,1,2,1,10.05,99.9,99.696,0,63.4,71.7,14.19,0,12,0
2025-04-26,SEA01,AMER-West,1,0,0,1,2,0,3.07,99.9,99.875,0,62.1,68.3,13.93,0,14,1
2025-04-27,SEA01,AMER-West,1,1,0,0,0,0,0.69,99.9,99.888,0,64.0,67.0,14.81,1,10,1
2025-04-28,SEA01,AMER-West,0,0,0,0,0,0,0.35,99.9,99.988,1,62.7,70.7,14.61,0,29,0
2025-04-29,SEA01,AMER-West,1,0,0,1,0,0,0.01,99.9,99.874,0,66.5,68.9,15.25,0,28,0
2025-04-30,SEA01,AMER-West,0,0,0,0,0,0,0.02,99.9,99.952,1,62.4,64.4,14.17,0,22,0
2025-05-01,SEA01,AMER-West,2,1,0,1,2,2,9.93,99.9,99.732,0,59.0,64.1,14.67,1,28,1
2025-05-02,SEA01,AMER-West,1,0,0,1,1,1,3.59,99.9,99.821,0,64.0,71.4,14.77,0,9,0
2025-05-03,SEA01,AMER-West,0,0,0,0,1,0,1.83,99.9,99.951,1,63.2,68.2,14.04,0,11,0
2025-05-04,SEA01,AMER-West,1,0,0,1,1,0,2.0,99.9,99.893,0,51.1,68.6,11.2,0,17,2
2025-05-05,SEA01,AMER-West,1,0,1,0,1,0,3.0,99.9,99.827,0,58.5,68.4,14.2,0,28,1
2025-05-06,SEA01,AMER-West,1,0,0,1,1,0,1.02,99.9,99.918,1,67.5,67.3,14.75,0,27,0
2025-05-07,SEA01,AMER-West,0,0,0,0,0,0,0.76,99.9,99.986,1,63.7,64.3,14.86,0,22,0
2025-05-08,SEA01,AMER-West,0,0,0,0,4,2,23.52,99.9,99.504,0,56.9,67.5,12.21,0,17,0
2025-05-09,SEA01,AMER-West,0,0,0,0,1,1,5.14,99.9,99.809,0,53.3,62.1,11.92,0,24,0
2025-05-10,SEA01,AMER-West,0,0,0,0,0,0,0.73,99.9,99.989,1,59.5,68.6,14.05,0,25,0
2025-05-11,SEA01,AMER-West,0,0,0,0,1,0,4.44,99.9,99.912,1,61.2,63.7,14.12,0,35,1
2025-05-12,SEA01,AMER-West,2,0,1,1,1,1,12.63,99.9,99.626,0,58.0,60.2,13.25,0,21,2
2025-05-13,SEA01,AMER-West,0,0,0,0,1,0,1.35,99.9,100.0,1,70.4,67.8,16.24,0,30,0
2025-05-14,SEA01,AMER-West,2,0,0,2,4,3,18.43,99.9,99.535,0,60.2,67.9,13.79,0,16,0
2025-05-15,SEA01,AMER-West,0,0,0,0,0,0,0.62,99.9,99.969,1,57.9,64.2,12.76,0,28,0
2025-05-16,SEA01,AMER-West,1,0,0,1,3,2,14.03,99.9,99.648,0,57.9,64.5,12.74,0,10,1
2025-05-17,SEA01,AMER-West,2,0,0,2,1,1,8.24,99.9,99.691,0,62.5,65.0,14.19,0,20,1
2025-05-18,SEA01,AMER-West,0,0,0,0,0,0,0.78,99.9,99.913,1,56.1,71.9,12.63,0,11,0
2025-05-19,SEA01,AMER-West,2,0,0,2,2,2,13.04,99.9,99.655,0,66.8,64.7,14.4,0,20,1
2025-05-20,SEA01,AMER-West,0,0,0,0,0,0,0.37,99.9,99.931,1,57.1,63.7,14.07,0,19,0
2025-05-21,SEA01,AMER-West,2,0,1,1,2,2,23.52,99.9,99.469,0,61.3,63.0,14.05,0,28,0
2025-05-22,SEA01,AMER-West,4,1,0,3,0,0,0.14,99.9,99.73,0,61.8,68.0,13.5,1,27,0
2025-05-23,SEA01,AMER-West,1,0,0,1,0,0,0.27,99.9,99.952,1,59.9,66.3,14.1,0,20,0
2025-05-24,SEA01,AMER-West,1,0,0,1,1,1,9.38,99.9,99.726,0,55.5,65.0,13.29,0,21,0
2025-05-25,SEA01,AMER-West,4,1,1,2,1,1,13.31,99.9,99.533,0,64.4,66.7,16.01,1,26,1
2025-05-26,SEA01,AMER-West,0,0,0,0,2,2,5.04,99.9,99.857,0,60.1,64.8,13.99,0,22,0
2025-05-27,SEA01,AMER-West,1,0,0,1,1,0,2.23,99.9,99.862,0,61.3,67.1,14.06,0,31,0
2025-05-28,SEA01,AMER-West,6,0,1,5,2,2,26.25,99.9,99.172,0,58.6,68.9,12.86,1,17,1
2025-05-29,SEA01,AMER-West,0,0,0,0,0,0,0.08,99.9,99.944,1,64.9,64.9,13.98,0,12,0
2025-05-30,SEA01,AMER-West,0,0,0,0,0,0,0.75,99.9,99.951,1,59.3,67.5,14.29,0,25,0
2025-05-31,SEA01,AMER-West,1,0,1,0,0,0,0.73,99.9,99.918,1,61.2,65.8,13.72,0,18,0
2025-06-01,SEA01,AMER-West,2,0,0,2,3,2,10.13,99.9,99.657,0,61.9,68.4,14.53,0,11,1
2025-06-02,SEA01,AMER-West,2,0,0,2,2,2,20.33,99.9,99.521,0,61.4,61.1,15.07,0,34,0
2025-06-03,SEA01,AMER-West,0,0,0,0,0,0,0.02,99.9,99.99,1,54.7,67.6,13.27,0,20,0
2025-06-04,SEA01,AMER-West,1,0,0,1,0,0,0.72,99.9,99.95,1,59.4,64.2,14.09,0,28,0
2025-06-05,SEA01,AMER-West,3,0,0,3,2,2,19.06,99.9,99.451,0,61.4,68.6,13.7,0,29,0
2025-06-06,SEA01,AMER-West,2,1,0,1,2,1,13.5,99.9,99.598,0,58.7,67.6,13.68,1,15,1
2025-06-07,SEA01,AMER-West,1,0,0,1,0,0,0.44,99.9,99.872,0,58.8,64.3,12.89,0,28,0
2025-06-08,SEA01,AMER-West,2,0,1,1,0,0,0.01,99.9,99.911,1,67.0,64.8,16.66,0,22,0
2025-06-09,SEA01,AMER-West,0,0,0,0,2,2,15.12,99.9,99.66,0,68.8,65.9,15.42,0,15,0
2025-06-10,SEA01,AMER-West,1,0,0,1,1,0,1.19,99.9,99.882,0,69.0,63.8,17.05,0,25,0
2025-06-11,SEA01,AMER-West,2,2,0,0,3,2,12.83,99.9,99.623,0,58.1,70.6,14.3,1,25,1
2025-06-12,SEA01,AMER-West,1,0,0,1,2,1,7.22,99.9,99.809,0,61.9,66.2,14.2,0,35,0
2025-06-13,SEA01,AMER-West,0,0,0,0,0,0,0.63,99.9,99.943,1,68.1,68.3,15.52,0,10,0
2025-06-14,SEA01,AMER-West,2,0,1,1,3,2,19.96,99.9,99.545,0,61.7,70.0,14.32,0,26,0
2025-06-15,SEA01,AMER-West,1,0,0,1,2,1,10.14,99.9,99.76,0,66.0,61.0,15.17,0,17,2
2025-06-16,SEA01,AMER-West,2,0,0,2,1,0,2.15,99.9,99.814,0,63.5,65.3,14.85,0,18,0
2025-06-17,SEA01,AMER-West,0,0,0,0,0,0,0.11,99.9,99.967,1,55.3,70.3,13.23,0,28,0
2025-06-18,SEA01,AMER-West,2,0,0,2,1,0,3.48,99.9,99.763,0,56.5,66.6,12.39,0,22,0
2025-06-19,SEA01,AMER-West,3,0,2,1,1,1,7.65,99.9,99.627,0,53.5,68.9,12.5,0,16,0
2025-06-20,SEA01,AMER-West,0,0,0,0,0,0,0.44,99.9,99.979,1,68.2,68.5,15.7,0,18,0
2025-06-21,SEA01,AMER-West,3,1,0,2,1,0,4.59,99.9,99.686,0,62.3,68.3,15.04,1,20,3
2025-06-22,SEA01,AMER-West,1,0,0,1,1,1,5.56,99.9,99.825,0,60.4,66.1,13.0,0,20,0
2025-06-23,SEA01,AMER-West,2,0,1,1,2,1,11.23,99.9,99.698,0,63.4,68.4,15.03,0,23,0
2025-06-24,SEA01,AMER-West,1,0,0,1,0,0,0.42,99.9,99.916,1,59.7,65.0,13.41,0,17,0
2025-06-25,SEA01,AMER-West,0,0,0,0,1,1,3.49,99.9,99.904,1,62.3,67.3,15.54,0,25,0
2025-06-26,SEA01,AMER-West,2,0,0,2,1,0,1.45,99.9,99.9,1,57.5,66.9,14.22,0,14,0
2025-06-27,SEA01,AMER-West,1,0,0,1,1,0,3.08,99.9,99.894,0,60.4,68.9,13.65,0,20,1
2025-06-28,SEA01,AMER-West,2,0,2,0,1,1,3.94,99.9,99.798,0,59.6,69.7,12.62,0,16,0
2025-06-29,SEA01,AMER-West,2,0,0,2,0,0,0.27,99.9,99.816,0,63.9,69.9,14.86,0,13,0
2025-06-30,SEA01,AMER-West,1,0,0,1,0,0,0.04,99.9,99.94,1,53.6,66.3,11.6,0,22,1
2024-01-01,PHX01,AMER-West,0,0,0,0,2,2,12.95,99.9,99.722,0,60.2,87.4,16.81,0,39,0
2024-01-02,PHX01,AMER-West,0,0,0,0,1,0,0.85,99.9,99.955,1,60.8,79.5,15.31,0,23,0
2024-01-03,PHX01,AMER-West,1,0,1,0,1,1,7.38,99.9,99.761,0,54.6,82.2,15.54,0,24,1
2024-01-04,PHX01,AMER-West,0,0,0,0,2,2,9.23,99.9,99.783,0,58.7,78.0,16.32,0,8,0
2024-01-05,PHX01,AMER-West,1,0,1,0,1,0,1.98,99.9,99.906,1,60.6,80.8,15.69,0,17,0
2024-01-06,PHX01,AMER-West,1,0,0,1,0,0,0.47,99.9,99.922,1,63.0,76.5,18.27,0,17,0
2024-01-07,PHX01,AMER-West,2,1,0,1,3,1,5.59,99.9,99.752,0,54.4,76.7,15.23,1,15,1
2024-01-08,PHX01,AMER-West,2,1,0,1,0,0,0.41,99.9,99.85,0,66.5,79.7,16.99,1,21,1
2024-01-09,PHX01,AMER-West,1,0,0,1,1,1,7.74,99.9,99.824,0,60.5,78.6,16.88,0,25,0
2024-01-10,PHX01,AMER-West,2,0,0,2,0,0,0.16,99.9,99.825,0,62.2,82.0,15.76,0,13,0
2024-01-11,PHX01,AMER-West,2,0,0,2,1,0,3.71,99.9,99.801,0,62.2,83.3,16.99,0,18,1
2024-01-12,PHX01,AMER-West,2,0,0,2,1,1,11.41,99.9,99.67,0,59.0,78.8,17.17,0,18,1
2024-01-13,PHX01,AMER-West,1,0,1,0,0,0,0.71,99.9,99.941,1,61.8,75.9,15.32,0,17,0
2024-01-14,PHX01,AMER-West,0,0,0,0,0,0,0.72,99.9,99.914,1,63.0,83.6,16.19,0,16,0
2024-01-15,PHX01,AMER-West,1,0,1,0,0,0,0.21,99.9,99.834,0,63.8,81.0,18.03,0,39,0
2024-01-16,PHX01,AMER-West,2,0,2,0,1,1,8.2,99.9,99.768,0,63.3,84.4,15.82,0,35,0
2024-01-17,PHX01,AMER-West,3,0,0,3,2,1,10.41,99.9,99.636,0,62.1,76.3,17.43,0,19,1
2024-01-18,PHX01,AMER-West,1,0,0,1,1,1,5.76,99.9,99.76,0,56.7,80.5,14.93,0,11,0
2024-01-19,PHX01,AMER-West,6,0,1,5,4,3,20.37,99.9,99.259,0,56.7,77.8,14.05,1,23,1
2024-01-20,PHX01,AMER-West,2,0,1,1,1,1,6.76,99.9,99.751,0,63.9,80.9,17.35,0,26,0
2024-01-21,PHX01,AMER-West,1,0,1,0,0,0,0.2,99.9,99.917,1,58.0,81.2,16.36,0,26,1
2024-01-22,PHX01,AMER-West,1,0,0,1,0,0,0.25,99.9,99.9,1,68.2,82.7,18.73,0,20,0
2024-01-23,PHX01,AMER-West,1,1,0,0,1,1,0.77,99.9,99.887,0,60.1,80.8,16.31,1,10,0
2024-01-24,PHX01,AMER-West,1,0,0,1,0,0,0.39,99.9,99.896,0,55.6,78.4,14.17,0,16,0
2024-01-25,PHX01,AMER-West,1,0,1,0,2,2,22.62,99.9,99.514,0,64.2,83.0,18.54,0,18,1
2024-01-26,PHX01,AMER-West,3,0,1,2,0,0,0.55,99.9,99.778,0,60.7,79.6,17.5,0,19,1
2024-01-27,PHX01,AMER-West,0,0,0,0,0,0,0.5,99.9,99.974,1,58.7,77.0,16.56,0,27,0
2024-01-28,PHX01,AMER-West,3,0,0,3,1,1,12.07,99.9,99.587,0,67.1,81.7,18.42,0,30,1
2024-01-29,PHX01,AMER-West,0,0,0,0,0,0,0.38,99.9,99.984,1,62.6,78.5,17.97,0,12,0
2024-01-30,PHX01,AMER-West,2,0,2,0,0,0,0.67,99.9,99.854,0,63.8,76.5,17.32,0,49,0
2024-01-31,PHX01,AMER-West,2,0,0,2,0,0,0.65,99.9,99.834,0,65.3,78.5,18.07,0,30,0
2024-02-01,PHX01,AMER-West,0,0,0,0,0,0,0.72,99.9,99.976,1,61.8,79.0,15.48,0,16,0
2024-02-02,PHX01,AMER-West,2,0,0,2,1,0,3.6,99.9,99.788,0,58.4,78.8,15.7,0,25,0
2024-02-03,PHX01,AMER-West,3,1,0,2,2,1,13.52,99.9,99.616,0,52.3,80.5,13.6,1,29,0
2024-02-04,PHX01,AMER-West,0,0,0,0,0,0,0.32,99.9,99.97,1,63.4,81.4,15.99,0,24,0
2024-02-05,PHX01,AMER-West,2,0,1,1,1,1,7.7,99.9,99.749,0,60.5,78.3,15.66,0,23,1
2024-02-06,PHX01,AMER-West,0,0,0,0,1,1,7.51,99.9,99.833,0,63.6,81.4,17.5,0,22,0
2024-02-07,PHX01,AMER-West,0,0,0,0,0,0,0.52,99.9,100.0,1,59.3,79.9,16.95,0,27,0
2024-02-08,PHX01,AMER-West,1,0,1,0,1,1,7.25,99.9,99.798,0,55.5,76.8,15.34,0,14,0
2024-02-09,PHX01,AMER-West,2,1,0,1,0,0,0.27,99.9,99.821,0,63.7,75.1,17.34,1,31,1
2024-02-10,PHX01,AMER-West,2,0,0,2,0,0,0.42,99.9,99.878,0,63.1,84.4,17.46,0,21,0
2024-02-11,PHX01,AMER-West,1,0,0,1,2,1,8.71,99.9,99.775,0,60.0,80.0,14.82,0,27,0
2024-02-12,PHX01,AMER-West,2,0,1,1,2,2,18.52,99.9,99.493,0,63.2,75.3,16.51,0,26,0
2024-02-13,PHX01,AMER-West,2,0,0,2,2,2,23.27,99.9,99.433,0,64.9,76.3,16.64,0,12,0
2024-02-14,PHX01,AMER-West,1,0,0,1,0,0,0.64,99.9,99.908,1,57.2,76.9,14.9,0,37,1
2024-02-15,PHX01,AMER-West,0,0,0,0,0,0,0.08,99.9,99.936,1,64.4,77.4,16.96,0,29,0
2024-02-16,PHX01,AMER-West,0,0,0,0,0,0,0.41,99.9,99.986,1,56.3,75.5,16.11,0,20,0
2024-02-17,PHX01,AMER-West,1,0,0,1,1,0,3.27,99.9,99.86,0,62.9,79.4,17.76,0,14,0
2024-02-18,PHX01,AMER-West,0,0,0,0,1,0,3.23,99.9,99.953,1,61.5,80.7,16.72,0,15,0
2024-02-19,PHX01,AMER-West,1,0,0,1,1,1,6.86,99.9,99.824,0,53.4,80.9,13.83,0,17,1
2024-02-20,PHX01,AMER-West,3,0,1,2,0,0,0.27,99.9,99.831,0,64.2,78.8,17.8,0,23,0
2024-02-21,PHX01,AMER-West,2,1,0,1,2,1,11.22,99.9,99.659,0,53.3,74.0,14.11,1,20,0
2024-02-22,PHX01,AMER-West,0,0,0,0,1,1,3.81,99.9,99.845,0,54.9,79.3,14.37,0,31,0
2024-02-23,PHX01,AMER-West,0,0,0,0,0,0,0.53,99.9,99.97,1,53.7,79.3,15.29,0,26,0
2024-02-24,PHX01,AMER-West,0,0,0,0,1,1,9.17,99.9,99.821,0,51.8,83.5,14.85,0,20,0
2024-02-25,PHX01,AMER-West,1,0,0,1,0,0,0.46,99.9,99.941,1,52.1,81.6,14.83,0,14,0
2024-02-26,PHX01,AMER-West,2,0,1,1,0,0,0.1,99.9,99.875,0,58.7,77.7,16.77,0,24,0
2024-02-27,PHX01,AMER-West,3,0,0,3,1,1,9.17,99.9,99.558,0,64.5,77.5,18.41,0,12,1
2024-02-28,PHX01,AMER-West,0,0,0,0,0,0,0.44,99.9,99.98,1,59.3,79.3,16.7,0,21,0
2024-02-29,PHX01,AMER-West,1,1,0,0,0,0,0.18,99.9,99.891,0,64.6,77.4,18.13,1,30,2
2024-03-01,PHX01,AMER-West,2,0,1,1,1,0,2.54,99.9,99.867,0,62.6,79.7,17.28,0,8,1
2024-03-02,PHX01,AMER-West,1,0,0,1,0,0,0.1,99.9,99.896,0,57.2,79.5,14.13,0,19,0
2024-03-03,PHX01,AMER-West,1,0,1,0,0,0,0.55,99.9,99.973,1,67.2,79.7,16.74,0,24,0
2024-03-04,PHX01,AMER-West,0,0,0,0,0,0,0.02,99.9,99.941,1,62.5,80.3,16.35,0,19,0
2024-03-05,PHX01,AMER-West,1,0,1,0,0,0,0.15,99.9,99.879,0,58.0,84.8,15.65,0,16,1
2024-03-06,PHX01,AMER-West,1,0,1,0,1,0,3.31,99.9,99.906,1,53.1,76.7,15.23,0,17,0
2024-03-07,PHX01,AMER-West,0,0,0,0,0,0,0.55,99.9,99.944,1,62.8,77.1,16.81,0,15,0
2024-03-08,PHX01,AMER-West,1,0,0,1,0,0,0.39,99.9,99.858,0,64.6,79.1,16.76,0,18,0
2024-03-09,PHX01,AMER-West,1,0,0,1,2,1,5.13,99.9,99.79,0,59.2,83.2,15.01,0,38,0
